task_id,created_at,completed_at,task_type,priority,assigned_staff_id,status
t_11_227,2025-11-17 05:52:00,2025-11-17 06:15:42.486560,Vitals,2,s_33,completed
t_11_228,2025-11-17 01:52:00,2025-11-17 02:02:53.115527,Transport,1,s_17,completed
t_11_229,2025-11-17 21:17:00,2025-11-17 21:29:56.726642,Medication,1,s_13,completed
t_11_230,2025-11-17 02:20:00,2025-11-17 02:36:02.131524,Medication,1,s_25,completed
t_11_231,2025-11-17 12:25:00,2025-11-17 12:53:28.998325,Medication,1,s_12,completed
t_11_232,2025-11-17 07:56:00,2025-11-17 08:11:01.414404,Medication,3,s_27,completed
t_11_233,2025-11-17 02:47:00,2025-11-17 03:13:37.183436,Medication,3,s_20,completed
t_11_234,2025-11-17 01:13:00,2025-11-17 01:21:31.003298,Checkup,3,s_11,completed
t_11_235,2025-11-17 07:39:00,2025-11-17 07:56:42.303442,Vitals,3,s_21,completed
t_11_236,2025-11-17 02:41:00,2025-11-17 02:52:48.138916,Procedure,2,s_34,completed
t_11_237,2025-11-17 06:42:00,2025-11-17 07:03:10.079816,Transport,3,s_19,completed
t_11_238,2025-11-17 22:52:00,2025-11-17 23:12:55.421582,Transport,1,s_31,completed
t_11_239,2025-11-17 04:47:00,2025-11-17 04:53:13.752621,Vitals,2,s_28,completed
t_11_240,2025-11-17 02:30:00,2025-11-17 02:45:07.619751,Vitals,2,s_37,completed
t_11_241,2025-11-17 22:53:00,2025-11-17 23:12:05.745079,Transport,3,s_19,completed
t_11_242,2025-11-17 23:39:00,2025-11-17 23:48:56.395408,Procedure,3,s_6,completed
t_11_243,2025-11-17 04:57:00,2025-11-17 05:08:04.035617,Checkup,3,s_9,completed
t_11_244,2025-11-17 14:00:00,2025-11-17 14:18:27.458869,Transport,3,s_7,completed
t_11_245,2025-11-17 06:35:00,2025-11-17 06:56:49.377434,Vitals,3,s_19,completed
t_11_246,2025-11-17 10:57:00,2025-11-17 11:16:56.623513,Checkup,3,s_8,completed
t_11_247,2025-11-17 07:26:00,2025-11-17 07:35:43.806942,Procedure,2,s_27,completed
t_11_248,2025-11-17 16:28:00,2025-11-17 16:51:33.162708,Vitals,3,s_12,completed
t_11_249,2025-11-17 02:38:00,2025-11-17 03:00:05.104247,Medication,2,s_4,completed
t_11_250,2025-11-17 11:23:00,2025-11-17 11:51:35.955926,Checkup,3,s_29,completed
t_11_251,2025-11-17 00:06:00,2025-11-17 00:15:40.986823,Medication,3,s_38,completed
t_11_252,2025-11-17 21:02:00,2025-11-17 21:35:24.760499,Transport,1,s_30,completed
t_11_253,2025-11-17 12:32:00,2025-11-17 12:39:37.989798,Procedure,2,s_3,completed
t_11_254,2025-11-17 15:58:00,2025-11-17 16:21:01.183115,Checkup,3,s_31,completed
t_11_255,2025-11-17 03:26:00,2025-11-17 03:39:53.143360,Transport,1,s_17,completed
t_11_256,2025-11-17 01:06:00,2025-11-17 01:24:11.400194,Procedure,2,s_37,completed
t_11_257,2025-11-17 07:39:00,2025-11-17 08:05:00.191804,Procedure,1,s_1,completed
t_11_258,2025-11-17 00:29:00,2025-11-17 00:58:26.522263,Transport,2,s_10,completed
t_11_259,2025-11-17 22:46:00,2025-11-17 22:57:43.228969,Procedure,1,s_14,completed
t_11_260,2025-11-17 06:20:00,2025-11-17 06:41:28.319517,Checkup,2,s_8,completed
t_11_261,2025-11-17 09:37:00,2025-11-17 10:00:45.974632,Checkup,1,s_39,completed
t_11_262,2025-11-17 22:13:00,2025-11-17 22:35:00.327458,Medication,3,s_12,completed
t_11_263,2025-11-17 09:44:00,2025-11-17 10:07:06.526784,Vitals,2,s_26,completed
t_11_264,2025-11-17 04:14:00,2025-11-17 04:31:12.053226,Procedure,2,s_3,completed
t_11_265,2025-11-17 20:14:00,2025-11-17 20:28:38.834958,Procedure,3,s_11,completed
t_11_266,2025-11-17 23:15:00,2025-11-17 23:29:11.786206,Checkup,1,s_31,completed
t_11_267,2025-11-17 23:25:00,2025-11-17 23:42:34.369519,Checkup,2,s_31,completed
t_11_268,2025-11-17 23:50:00,2025-11-18 00:05:05.913822,Vitals,3,s_26,completed
t_11_269,2025-11-17 11:52:00,2025-11-17 12:07:27.294461,Checkup,2,s_4,completed
t_11_270,2025-11-17 06:46:00,2025-11-17 07:07:19.251433,Procedure,3,s_36,completed
t_11_271,2025-11-17 17:24:00,2025-11-17 17:43:34.708782,Vitals,3,s_22,completed
t_11_272,2025-11-17 15:12:00,2025-11-17 15:40:48.948757,Vitals,2,s_1,completed
t_11_273,2025-11-17 22:41:00,2025-11-17 23:06:04.080947,Medication,3,s_19,completed
t_11_274,2025-11-17 07:00:00,2025-11-17 07:13:09.908413,Vitals,2,s_19,completed
t_11_275,2025-11-17 18:26:00,2025-11-17 18:34:32.477561,Vitals,3,s_22,completed
t_11_276,2025-11-17 06:27:00,2025-11-17 06:57:37.916498,Medication,1,s_35,completed
t_11_277,2025-11-17 12:01:00,2025-11-17 12:19:09.358205,Vitals,3,s_7,completed
t_11_278,2025-11-17 09:22:00,2025-11-17 09:39:46.129662,Vitals,1,s_12,completed
t_11_279,2025-11-17 12:58:00,2025-11-17 13:09:43.757084,Procedure,1,s_35,completed
t_11_280,2025-11-17 08:39:00,2025-11-17 09:06:01.413283,Transport,1,s_6,completed
t_11_281,2025-11-17 06:11:00,2025-11-17 06:32:18.399919,Medication,1,s_39,completed
t_11_282,2025-11-17 13:05:00,2025-11-17 13:20:17.608209,Transport,1,s_38,completed
t_11_283,2025-11-17 13:55:00,2025-11-17 14:05:17.108647,Medication,1,s_32,completed
t_11_284,2025-11-17 13:37:00,2025-11-17 13:55:22.607710,Checkup,1,s_14,completed
t_11_285,2025-11-17 20:03:00,2025-11-17 20:21:30.758133,Transport,1,s_17,completed
t_11_286,2025-11-17 11:16:00,2025-11-17 11:35:17.665189,Procedure,2,s_21,completed
t_11_287,2025-11-17 04:55:00,2025-11-17 05:17:12.914249,Medication,2,s_12,completed
t_11_288,2025-11-17 06:42:00,2025-11-17 07:09:04.744088,Procedure,2,s_3,completed
t_11_289,2025-11-17 05:27:00,2025-11-17 05:52:13.607640,Vitals,1,s_20,completed
t_11_290,2025-11-17 09:27:00,2025-11-17 09:48:02.683975,Procedure,2,s_31,completed
t_11_291,2025-11-17 18:09:00,2025-11-17 18:31:37.874292,Procedure,3,s_32,completed
t_11_292,2025-11-17 20:23:00,2025-11-17 20:37:16.055185,Transport,3,s_36,completed
t_11_293,2025-11-17 17:22:00,2025-11-17 17:34:53.807859,Checkup,2,s_15,completed
t_11_294,2025-11-17 05:54:00,2025-11-17 06:23:17.231537,Medication,3,s_28,completed
t_11_295,2025-11-17 02:29:00,2025-11-17 02:43:38.215672,Vitals,3,s_8,completed
t_11_296,2025-11-17 05:21:00,2025-11-17 05:33:03.135644,Transport,1,s_26,completed
t_11_297,2025-11-17 01:56:00,2025-11-17 01:57:41.503037,Vitals,3,s_37,completed
t_11_298,2025-11-17 01:00:00,2025-11-17 01:14:16.211188,Checkup,3,s_12,completed
t_11_299,2025-11-17 10:42:00,2025-11-17 11:07:05.415313,Checkup,3,s_36,completed
t_11_300,2025-11-17 16:04:00,2025-11-17 16:29:19.478983,Checkup,3,s_39,completed
t_11_301,2025-11-17 06:13:00,2025-11-17 06:23:37.956489,Medication,2,s_23,completed
t_12_0,2025-11-18 07:19:00,2025-11-18 07:43:59.768792,Transport,2,s_11,completed
t_12_1,2025-11-18 13:02:00,2025-11-18 13:24:17.747564,Medication,1,s_23,completed
t_12_2,2025-11-18 15:35:00,2025-11-18 15:49:24.443628,Checkup,1,s_14,completed
t_12_3,2025-11-18 12:33:00,2025-11-18 12:58:42.430356,Checkup,3,s_6,completed
t_12_4,2025-11-18 23:38:00,2025-11-19 00:04:42.765066,Medication,1,s_30,completed
t_12_5,2025-11-18 07:54:00,2025-11-18 08:04:30.133857,Procedure,2,s_31,completed
t_12_6,2025-11-18 18:26:00,2025-11-18 18:50:19.742913,Procedure,3,s_14,completed
t_12_7,2025-11-18 04:27:00,2025-11-18 04:45:54.655229,Transport,1,s_21,completed
t_12_8,2025-11-18 06:19:00,2025-11-18 06:25:00.383119,Transport,3,s_19,completed
t_12_9,2025-11-18 13:29:00,2025-11-18 13:59:54.623137,Procedure,2,s_17,completed
t_12_10,2025-11-18 18:11:00,2025-11-18 18:24:56.707900,Transport,3,s_21,completed
t_12_11,2025-11-18 15:21:00,2025-11-18 15:42:16.262798,Vitals,3,s_15,completed
t_12_12,2025-11-18 23:18:00,2025-11-18 23:41:31.749683,Procedure,2,s_9,completed
t_12_13,2025-11-18 05:16:00,2025-11-18 05:31:44.255676,Procedure,3,s_28,completed
t_12_14,2025-11-18 03:59:00,2025-11-18 04:16:13.693040,Transport,3,s_24,completed
t_12_15,2025-11-18 14:28:00,2025-11-18 14:41:50.588918,Procedure,1,s_16,completed
t_12_16,2025-11-18 05:46:00,2025-11-18 05:57:27.032779,Checkup,1,s_4,completed
t_12_17,2025-11-18 08:22:00,2025-11-18 08:48:45.700053,Vitals,3,s_21,completed
t_12_18,2025-11-18 17:53:00,2025-11-18 18:13:29.939939,Transport,1,s_5,completed
t_12_19,2025-11-18 06:42:00,2025-11-18 06:59:23.089660,Medication,1,s_38,completed
t_12_20,2025-11-18 09:44:00,2025-11-18 09:58:18.742012,Medication,2,s_19,completed
t_12_21,2025-11-18 05:35:00,2025-11-18 05:52:48.731455,Medication,3,s_39,completed
t_12_22,2025-11-18 11:55:00,2025-11-18 12:28:32.470098,Vitals,3,s_5,completed
t_12_23,2025-11-18 04:26:00,2025-11-18 04:46:01.803217,Medication,3,s_1,completed
t_12_24,2025-11-18 21:30:00,2025-11-18 21:53:09.173023,Transport,1,s_17,completed
t_12_25,2025-11-18 10:08:00,2025-11-18 10:24:17.564556,Checkup,1,s_9,completed
t_12_26,2025-11-18 02:16:00,2025-11-18 02:46:42.599152,Checkup,1,s_14,completed
t_12_27,2025-11-18 14:35:00,2025-11-18 14:57:34.591058,Medication,1,s_33,completed
t_12_28,2025-11-18 07:38:00,2025-11-18 08:07:17.420314,Checkup,3,s_3,completed
t_12_29,2025-11-18 00:02:00,2025-11-18 00:19:42.854627,Transport,3,s_19,completed
t_12_30,2025-11-18 07:38:00,2025-11-18 07:59:51.553875,Checkup,1,s_34,completed
t_12_31,2025-11-18 02:57:00,2025-11-18 03:10:46.185186,Medication,1,s_39,completed
t_12_32,2025-11-18 15:10:00,2025-11-18 15:23:49.915745,Checkup,1,s_16,completed
t_12_33,2025-11-18 06:36:00,2025-11-18 06:43:27.422538,Medication,3,s_9,completed
t_12_34,2025-11-18 15:36:00,2025-11-18 15:59:30.671264,Procedure,1,s_4,completed
t_12_35,2025-11-18 07:25:00,2025-11-18 07:44:23.889685,Medication,1,s_6,completed
t_12_36,2025-11-18 10:25:00,2025-11-18 10:52:40.976145,Procedure,2,s_38,completed
t_12_37,2025-11-18 15:27:00,2025-11-18 15:35:39.126359,Checkup,1,s_25,completed
t_12_38,2025-11-18 14:09:00,2025-11-18 14:37:45.663341,Procedure,1,s_37,completed
t_12_39,2025-11-18 04:57:00,2025-11-18 05:13:48.381718,Vitals,3,s_7,completed
t_12_40,2025-11-18 16:20:00,2025-11-18 16:32:00.944683,Vitals,1,s_28,completed
t_12_41,2025-11-18 05:07:00,2025-11-18 05:35:32.989691,Vitals,2,s_10,completed
t_12_42,2025-11-18 20:40:00,2025-11-18 20:50:16.390177,Transport,3,s_17,completed
t_12_43,2025-11-18 09:26:00,2025-11-18 09:54:27.039241,Procedure,3,s_17,completed
t_12_44,2025-11-18 00:08:00,2025-11-18 00:27:14.422599,Procedure,1,s_25,completed
t_12_45,2025-11-18 03:25:00,2025-11-18 03:35:38.099274,Vitals,2,s_28,completed
t_12_46,2025-11-18 06:02:00,2025-11-18 06:20:14.601926,Medication,1,s_18,completed
t_12_47,2025-11-18 19:30:00,2025-11-18 19:59:47.125944,Transport,3,s_38,completed
t_12_48,2025-11-18 07:39:00,2025-11-18 07:59:12.698197,Checkup,2,s_0,completed
t_12_49,2025-11-18 08:49:00,2025-11-18 08:54:28.250073,Procedure,2,s_26,completed
t_12_50,2025-11-18 15:41:00,2025-11-18 15:56:28.546735,Vitals,2,s_4,completed
t_12_51,2025-11-18 14:27:00,2025-11-18 14:39:29.776953,Procedure,3,s_12,completed
t_12_52,2025-11-18 18:10:00,2025-11-18 18:19:30.082251,Checkup,1,s_0,completed
t_12_53,2025-11-18 07:34:00,2025-11-18 07:56:15.051790,Transport,1,s_23,completed
t_12_54,2025-11-18 12:47:00,2025-11-18 13:06:04.373218,Transport,1,s_28,completed
t_12_55,2025-11-18 01:17:00,2025-11-18 01:44:01.931104,Medication,2,s_26,completed
t_12_56,2025-11-18 06:14:00,2025-11-18 06:40:17.212010,Vitals,3,s_32,completed
t_12_57,2025-11-18 02:03:00,2025-11-18 02:28:13.167050,Procedure,2,s_20,completed
t_12_58,2025-11-18 11:29:00,2025-11-18 11:42:08.279229,Transport,2,s_4,completed
t_12_59,2025-11-18 13:06:00,2025-11-18 13:25:32.564121,Procedure,2,s_28,completed
t_12_60,2025-11-18 04:37:00,2025-11-18 04:59:37.669721,Checkup,1,s_13,completed
t_12_61,2025-11-18 16:53:00,2025-11-18 17:09:49.088222,Medication,2,s_11,completed
t_12_62,2025-11-18 10:39:00,2025-11-18 11:08:01.768437,Procedure,3,s_6,completed
t_12_63,2025-11-18 21:41:00,2025-11-18 21:44:51.197670,Checkup,3,s_7,completed
t_12_64,2025-11-18 07:21:00,2025-11-18 07:39:58.037099,Transport,3,s_30,completed
t_12_65,2025-11-18 21:40:00,2025-11-18 22:06:38.614702,Procedure,1,s_22,completed
t_12_66,2025-11-18 13:12:00,2025-11-18 13:40:30.676850,Medication,2,s_38,completed
t_12_67,2025-11-18 02:14:00,2025-11-18 02:28:32.488080,Medication,1,s_3,completed
t_12_68,2025-11-18 21:00:00,2025-11-18 21:20:03.123598,Procedure,3,s_30,completed
t_12_69,2025-11-18 12:58:00,2025-11-18 13:19:25.787076,Transport,3,s_33,completed
t_12_70,2025-11-18 07:07:00,2025-11-18 07:26:20.015531,Medication,2,s_1,completed
t_12_71,2025-11-18 12:51:00,2025-11-18 13:01:54.960110,Medication,1,s_6,completed
t_12_72,2025-11-18 11:41:00,2025-11-18 12:05:01.460537,Procedure,3,s_36,completed
t_12_73,2025-11-18 20:27:00,2025-11-18 20:50:42.789778,Medication,1,s_8,completed
t_12_74,2025-11-18 10:43:00,2025-11-18 10:58:10.952867,Vitals,3,s_10,completed
t_12_75,2025-11-18 23:49:00,2025-11-19 00:05:37.618584,Medication,2,s_9,completed
t_12_76,2025-11-18 20:32:00,2025-11-18 20:55:47.000002,Transport,3,s_5,completed
t_12_77,2025-11-18 08:45:00,2025-11-18 09:04:59.194879,Medication,3,s_26,completed
t_12_78,2025-11-18 12:52:00,2025-11-18 13:22:00.505441,Medication,2,s_39,completed
t_12_79,2025-11-18 15:03:00,2025-11-18 15:27:04.787789,Medication,1,s_2,completed
t_12_80,2025-11-18 09:24:00,2025-11-18 09:59:55.953187,Transport,2,s_26,completed
t_12_81,2025-11-18 08:03:00,2025-11-18 08:28:18.953785,Vitals,3,s_9,completed
t_12_82,2025-11-18 03:53:00,2025-11-18 04:18:46.629157,Transport,2,s_23,completed
t_12_83,2025-11-18 18:58:00,2025-11-18 19:16:08.605977,Procedure,1,s_3,completed
t_12_84,2025-11-18 00:03:00,2025-11-18 00:23:34.561943,Transport,3,s_16,completed
t_12_85,2025-11-18 02:59:00,2025-11-18 03:12:04.345230,Transport,3,s_23,completed
t_12_86,2025-11-18 11:00:00,2025-11-18 11:18:15.644192,Medication,3,s_17,completed
t_12_87,2025-11-18 07:19:00,2025-11-18 07:49:47.259938,Vitals,1,s_23,completed
t_12_88,2025-11-18 01:06:00,2025-11-18 01:33:10.083467,Medication,1,s_20,completed
t_12_89,2025-11-18 17:59:00,2025-11-18 18:25:48.366636,Procedure,1,s_5,completed
t_12_90,2025-11-18 21:28:00,2025-11-18 21:52:58.818991,Vitals,3,s_25,completed
t_12_91,2025-11-18 11:13:00,2025-11-18 11:33:38.941099,Transport,3,s_29,completed
t_12_92,2025-11-18 04:34:00,2025-11-18 04:56:46.097165,Procedure,3,s_37,completed
t_12_93,2025-11-18 20:23:00,2025-11-18 20:51:29.246197,Medication,2,s_23,completed
t_12_94,2025-11-18 16:36:00,2025-11-18 16:54:18.341507,Vitals,3,s_26,completed
t_12_95,2025-11-18 18:14:00,2025-11-18 18:24:05.965099,Checkup,3,s_37,completed
t_12_96,2025-11-18 09:51:00,2025-11-18 10:02:38.983599,Procedure,2,s_32,completed
t_12_97,2025-11-18 00:31:00,2025-11-18 01:01:20.303164,Checkup,1,s_15,completed
t_12_98,2025-11-18 02:26:00,2025-11-18 02:45:40.275898,Transport,2,s_6,completed
t_12_99,2025-11-18 20:46:00,2025-11-18 20:52:34.050967,Medication,3,s_4,completed
t_12_100,2025-11-18 15:53:00,2025-11-18 16:04:12.366959,Transport,1,s_3,completed
t_12_101,2025-11-18 07:51:00,2025-11-18 08:01:51.986615,Transport,2,s_8,completed
t_12_102,2025-11-18 12:38:00,2025-11-18 12:58:38.375259,Checkup,2,s_19,completed
t_12_103,2025-11-18 03:32:00,2025-11-18 04:05:31.327862,Transport,3,s_34,completed
t_12_104,2025-11-18 21:08:00,2025-11-18 21:19:21.448925,Vitals,2,s_12,completed
t_12_105,2025-11-18 23:41:00,2025-11-18 23:54:47.779858,Transport,2,s_29,completed
t_12_106,2025-11-18 18:08:00,2025-11-18 18:16:08.978761,Medication,1,s_1,completed
t_12_107,2025-11-18 18:56:00,2025-11-18 19:18:30.516231,Vitals,3,s_21,completed
t_12_108,2025-11-18 23:25:00,2025-11-18 23:43:59.277086,Medication,3,s_16,completed
t_12_109,2025-11-18 13:03:00,2025-11-18 13:24:20.889132,Checkup,2,s_9,completed
t_12_110,2025-11-18 18:12:00,2025-11-18 18:44:31.437707,Vitals,2,s_26,completed
t_12_111,2025-11-18 12:50:00,2025-11-18 13:06:50.198417,Procedure,2,s_30,completed
t_12_112,2025-11-18 12:20:00,2025-11-18 12:43:41.820651,Transport,1,s_24,completed
t_12_113,2025-11-18 06:05:00,2025-11-18 06:34:50.151907,Transport,1,s_32,completed
t_12_114,2025-11-18 09:48:00,2025-11-18 10:11:13.993072,Procedure,2,s_31,completed
t_12_115,2025-11-18 22:00:00,2025-11-18 22:23:18.587405,Transport,1,s_26,completed
t_12_116,2025-11-18 09:27:00,2025-11-18 09:45:04.502039,Transport,3,s_3,completed
t_12_117,2025-11-18 20:57:00,2025-11-18 21:25:20.653691,Procedure,2,s_8,completed
t_12_118,2025-11-18 00:09:00,2025-11-18 00:31:16.724366,Procedure,1,s_37,completed
t_12_119,2025-11-18 09:31:00,2025-11-18 09:54:41.154872,Checkup,2,s_14,completed
t_12_120,2025-11-18 07:46:00,2025-11-18 08:03:53.063385,Procedure,3,s_17,completed
t_12_121,2025-11-18 21:36:00,2025-11-18 22:05:01.927653,Vitals,1,s_12,completed
t_12_122,2025-11-18 06:55:00,2025-11-18 07:15:19.612585,Transport,3,s_31,completed
t_12_123,2025-11-18 06:12:00,2025-11-18 06:33:41.912548,Procedure,3,s_6,completed
t_12_124,2025-11-18 07:01:00,2025-11-18 07:20:26.897735,Medication,1,s_11,completed
t_12_125,2025-11-18 09:03:00,2025-11-18 09:31:42.417424,Transport,1,s_38,completed
t_12_126,2025-11-18 14:14:00,2025-11-18 14:34:13.371775,Procedure,2,s_37,completed
t_12_127,2025-11-18 01:44:00,2025-11-18 02:04:01.033950,Checkup,3,s_23,completed
t_12_128,2025-11-18 02:20:00,2025-11-18 02:34:40.491784,Medication,2,s_15,completed
t_12_129,2025-11-18 07:47:00,2025-11-18 08:08:46.007247,Checkup,1,s_25,completed
t_12_130,2025-11-18 20:02:00,2025-11-18 20:18:06.159676,Checkup,1,s_12,completed
t_12_131,2025-11-18 11:34:00,2025-11-18 11:53:10.608584,Procedure,1,s_17,completed
t_12_132,2025-11-18 19:57:00,2025-11-18 20:23:07.567354,Procedure,3,s_27,completed
t_12_133,2025-11-18 09:41:00,2025-11-18 10:03:47.075816,Checkup,2,s_18,completed
t_12_134,2025-11-18 21:19:00,2025-11-18 21:42:09.251299,Medication,3,s_24,completed
t_12_135,2025-11-18 10:12:00,2025-11-18 10:33:50.474776,Procedure,1,s_18,completed
t_12_136,2025-11-18 13:47:00,2025-11-18 14:12:07.424067,Procedure,3,s_16,completed
t_12_137,2025-11-18 15:08:00,2025-11-18 15:18:34.367030,Procedure,3,s_25,completed
t_12_138,2025-11-18 09:59:00,2025-11-18 10:15:37.321436,Vitals,2,s_36,completed
t_12_139,2025-11-18 09:04:00,2025-11-18 09:22:49.455649,Medication,3,s_33,completed
t_12_140,2025-11-18 21:56:00,2025-11-18 22:03:20.757935,Checkup,3,s_12,completed
t_12_141,2025-11-18 23:57:00,2025-11-19 00:26:01.165415,Transport,3,s_0,completed
t_12_142,2025-11-18 18:52:00,2025-11-18 19:09:54.117014,Vitals,2,s_16,completed
t_12_143,2025-11-18 23:01:00,2025-11-18 23:30:41.578340,Transport,1,s_8,completed
t_12_144,2025-11-18 20:33:00,2025-11-18 20:47:06.250280,Medication,2,s_34,completed
t_12_145,2025-11-18 10:03:00,2025-11-18 10:38:44.674278,Procedure,3,s_26,completed
t_12_146,2025-11-18 22:59:00,2025-11-18 23:14:49.553728,Vitals,3,s_12,completed
t_12_147,2025-11-18 10:36:00,2025-11-18 11:14:31.514622,Medication,2,s_12,completed
t_12_148,2025-11-18 01:56:00,2025-11-18 02:12:03.226736,Vitals,3,s_37,completed
t_12_149,2025-11-18 17:06:00,2025-11-18 17:35:39.750832,Vitals,3,s_33,completed
t_12_150,2025-11-18 09:05:00,2025-11-18 09:17:47.803630,Checkup,1,s_21,completed
t_12_151,2025-11-18 12:17:00,2025-11-18 12:42:02.136896,Vitals,1,s_36,completed
t_12_152,2025-11-18 21:57:00,2025-11-18 22:31:03.572408,Vitals,2,s_32,completed
t_12_153,2025-11-18 06:42:00,2025-11-18 07:02:33.941538,Vitals,3,s_6,completed
t_12_154,2025-11-18 18:10:00,2025-11-18 18:25:48.461581,Transport,2,s_14,completed
t_12_155,2025-11-18 04:39:00,2025-11-18 05:08:49.044874,Checkup,2,s_6,completed
t_12_156,2025-11-18 02:29:00,2025-11-18 02:49:27.768120,Vitals,2,s_0,completed
t_12_157,2025-11-18 16:22:00,2025-11-18 16:30:16.239199,Vitals,3,s_35,completed
t_12_158,2025-11-18 07:18:00,2025-11-18 07:45:19.969083,Vitals,2,s_4,completed
t_12_159,2025-11-18 01:41:00,2025-11-18 01:56:53.313999,Checkup,1,s_0,completed
t_12_160,2025-11-18 23:06:00,2025-11-18 23:26:24.908450,Medication,3,s_31,completed
t_12_161,2025-11-18 01:19:00,2025-11-18 01:34:14.266105,Checkup,2,s_1,completed
t_12_162,2025-11-18 23:27:00,2025-11-18 23:46:01.864502,Transport,2,s_26,completed
t_12_163,2025-11-18 09:59:00,2025-11-18 10:12:37.044890,Checkup,3,s_18,completed
t_12_164,2025-11-18 20:32:00,2025-11-18 20:46:04.722980,Transport,2,s_33,completed
t_12_165,2025-11-18 09:58:00,2025-11-18 10:18:58.782086,Medication,2,s_30,completed
t_12_166,2025-11-18 19:26:00,2025-11-18 19:43:26.776270,Procedure,2,s_3,completed
t_12_167,2025-11-18 10:15:00,2025-11-18 10:30:07.047674,Transport,1,s_26,completed
t_12_168,2025-11-18 07:57:00,2025-11-18 08:15:25.266777,Vitals,3,s_5,completed
t_12_169,2025-11-18 14:45:00,2025-11-18 14:58:07.289921,Vitals,3,s_38,completed
t_12_170,2025-11-18 13:38:00,2025-11-18 14:08:52.376822,Checkup,3,s_4,completed
t_12_171,2025-11-18 22:14:00,2025-11-18 22:40:26.284018,Medication,1,s_19,completed
t_12_172,2025-11-18 09:10:00,2025-11-18 09:37:45.267846,Procedure,3,s_26,completed
t_12_173,2025-11-18 03:05:00,2025-11-18 03:28:33.575183,Procedure,1,s_14,completed
t_12_174,2025-11-18 01:46:00,2025-11-18 02:14:43.344748,Medication,1,s_3,completed
t_12_175,2025-11-18 07:59:00,2025-11-18 08:22:29.912924,Checkup,1,s_8,completed
t_12_176,2025-11-18 01:29:00,2025-11-18 01:46:46.613604,Procedure,1,s_26,completed
t_12_177,2025-11-18 01:21:00,2025-11-18 01:32:43.898566,Medication,3,s_10,completed
t_12_178,2025-11-18 18:13:00,2025-11-18 18:30:17.664521,Transport,3,s_6,completed
t_12_179,2025-11-18 02:29:00,2025-11-18 02:53:36.713633,Procedure,1,s_17,completed
t_12_180,2025-11-18 09:35:00,2025-11-18 09:51:00.396432,Procedure,3,s_5,completed
t_12_181,2025-11-18 01:27:00,2025-11-18 01:43:38.680122,Transport,3,s_39,completed
t_12_182,2025-11-18 21:05:00,2025-11-18 21:24:02.014189,Transport,3,s_18,completed
t_12_183,2025-11-18 00:58:00,2025-11-18 01:13:08.501334,Transport,1,s_38,completed
t_12_184,2025-11-18 13:58:00,2025-11-18 14:19:50.564947,Medication,2,s_25,completed
t_12_185,2025-11-18 04:36:00,2025-11-18 04:55:41.535843,Medication,2,s_38,completed
t_12_186,2025-11-18 15:11:00,2025-11-18 15:41:27.504745,Transport,3,s_26,completed
t_12_187,2025-11-18 06:32:00,2025-11-18 06:56:21.928137,Transport,1,s_11,completed
t_12_188,2025-11-18 20:07:00,2025-11-18 20:42:27.976052,Checkup,2,s_35,completed
t_12_189,2025-11-18 03:34:00,2025-11-18 03:51:53.791096,Transport,2,s_36,completed
t_12_190,2025-11-18 14:37:00,2025-11-18 14:56:00.503137,Procedure,3,s_22,completed
t_12_191,2025-11-18 22:26:00,2025-11-18 22:47:39.807289,Vitals,1,s_11,completed
t_12_192,2025-11-18 03:36:00,2025-11-18 04:01:51.476189,Medication,3,s_4,completed
t_12_193,2025-11-18 22:25:00,2025-11-18 22:31:27.081146,Vitals,3,s_0,completed
t_12_194,2025-11-18 07:51:00,2025-11-18 08:06:11.135987,Vitals,3,s_9,completed
t_12_195,2025-11-18 11:58:00,2025-11-18 12:16:41.435727,Vitals,2,s_26,completed
t_12_196,2025-11-18 04:07:00,2025-11-18 04:39:34.225826,Checkup,2,s_26,completed
t_12_197,2025-11-18 21:28:00,2025-11-18 21:53:23.955679,Medication,3,s_16,completed
t_12_198,2025-11-18 13:44:00,2025-11-18 14:06:47.309674,Medication,2,s_4,completed
t_12_199,2025-11-18 12:52:00,2025-11-18 13:22:28.651473,Procedure,3,s_29,completed
t_12_200,2025-11-18 01:48:00,2025-11-18 02:04:46.772956,Medication,3,s_7,completed
t_12_201,2025-11-18 18:30:00,2025-11-18 18:55:08.699579,Medication,1,s_24,completed
t_12_202,2025-11-18 11:28:00,2025-11-18 11:47:40.901521,Transport,3,s_39,completed
t_12_203,2025-11-18 13:28:00,2025-11-18 13:53:22.658933,Procedure,3,s_4,completed
t_12_204,2025-11-18 20:49:00,2025-11-18 21:17:51.383533,Procedure,2,s_24,completed
t_12_205,2025-11-18 06:31:00,2025-11-18 06:42:12.703436,Vitals,1,s_39,completed
t_12_206,2025-11-18 19:27:00,2025-11-18 19:41:21.023015,Transport,1,s_4,completed
t_12_207,2025-11-18 20:26:00,2025-11-18 20:43:39.962043,Checkup,1,s_33,completed
t_12_208,2025-11-18 04:18:00,2025-11-18 04:36:53.543343,Checkup,2,s_21,completed
t_12_209,2025-11-18 18:12:00,2025-11-18 18:36:28.324927,Medication,2,s_20,completed
t_12_210,2025-11-18 13:53:00,2025-11-18 14:18:07.066553,Transport,1,s_26,completed
t_12_211,2025-11-18 00:01:00,2025-11-18 00:16:31.561529,Checkup,1,s_4,completed
